1	2
101	8
201	9
301	10
401	10
501	10
601	11
701	11
801	11
901	11
1001	11
1101	12
1201	12
1301	12
1401	12
1501	12
1601	12
1701	12
1801	12
1901	12
2001	12
2101	13
2201	13
2301	13
2401	13
2501	13
2601	13
2701	13
2801	13
2901	13
3001	13
3101	13
3201	13
3301	13
3401	13
3501	13
3601	13
3701	13
3801	13
3901	13
4001	13
4101	14
4201	14
4301	14
4401	14
4501	14
4601	14
4701	14
4801	14
4901	14
5001	14
5101	14
5201	14
5301	14
5401	14
5501	14
5601	14
5701	14
5801	14
5901	14
6001	14
6101	14
6201	14
6301	14
6401	14
6501	14
6601	14
6701	14
6801	14
6901	14
7001	14
7101	14
7201	14
7301	14
7401	14
7501	14
7601	14
7701	14
7801	14
7901	14
8001	14
8101	14
8201	15
8301	15
8401	15
8501	15
8601	15
8701	15
8801	15
8901	15
9001	15
9101	15
9201	15
9301	15
9401	15
9501	15
9601	15
9701	15
9801	15
9901	15
10001	15
10101	15
10201	15
10301	15
10401	15
10501	15
10601	15
10701	15
10801	15
10901	15
11001	15
11101	15
11201	15
11301	15
11401	15
11501	15
11601	15
11701	15
11801	15
11901	15
12001	15
12101	15
12201	15
12301	15
12401	15
12501	15
12601	15
12701	15
12801	15
12901	15
13001	15
13101	15
13201	15
13301	15
13401	15
13501	15
13601	15
13701	15
13801	15
13901	15
14001	15
14101	15
14201	15
14301	15
14401	15
14501	15
14601	15
14701	15
14801	15
14901	15
15001	15
15101	15
15201	15
15301	15
15401	15
15501	15
15601	15
15701	15
15801	15
15901	15
16001	15
16101	15
16201	15
16301	15
16401	16
16501	16
16601	16
16701	16
16801	16
16901	16
17001	16
17101	16
17201	16
17301	16
17401	16
17501	16
17601	16
17701	16
17801	16
17901	16
18001	16
18101	16
18201	16
18301	16
18401	16
18501	16
18601	16
18701	16
18801	16
18901	16
19001	16
19101	16
19201	16
19301	16
19401	16
19501	16
19601	16
19701	16
19801	16
19901	16
20001	16
20101	16
20201	16
20301	16
20401	16
20501	16
20601	16
20701	16
20801	16
20901	16
21001	16
21101	16
21201	16
21301	16
21401	16
21501	16
21601	16
21701	16
21801	16
21901	16
22001	16
22101	16
22201	16
22301	16
22401	16
22501	16
22601	16
22701	16
22801	16
22901	16
23001	16
23101	16
23201	16
23301	16
23401	16
23501	16
23601	16
23701	16
23801	16
23901	16
24001	16
24101	16
24201	16
24301	16
24401	16
24501	16
24601	16
24701	16
24801	16
24901	16
25001	16
25101	16
25201	16
25301	16
25401	16
25501	16
25601	16
25701	16
25801	16
25901	16
26001	16
26101	16
26201	16
26301	16
26401	16
26501	16
26601	16
26701	16
26801	16
26901	16
27001	16
27101	16
27201	16
27301	16
27401	16
27501	16
27601	16
27701	16
27801	16
27901	16
28001	16
28101	16
28201	16
28301	16
28401	16
28501	16
28601	16
28701	16
28801	16
28901	16
29001	16
29101	16
29201	16
29301	16
29401	16
29501	16
29601	16
29701	16
29801	16
29901	16
30001	16
30101	16
30201	16
30301	16
30401	16
30501	16
30601	16
30701	16
30801	16
30901	16
31001	16
31101	16
31201	16
31301	16
31401	16
31501	16
